Post ID,Post creation date,Post creation time of day,Post type,Post message,Post shared link,Post caption,Post thumbnail URL,Post image URL,Link to post,Post comment text,Total post reactions,Post link clicks,Likes on posts,Shares on posts,Comments on posts,Comments on shares,Post impressions (page likers [fans] only),Post reach (page likers [fans] only)
926011594215556_1946388372177868,2021-03-04,19:02:02,photo,"Deep learning is notorious for being an opaque field of study, where the insights behind modelling results can be severely limited. In this article, the authors cast light on a new technique to help make sense of how a convolutional neural network makes its decisions as its learning on a dataset progresses.

https://distill.pub/2020/grand-tour/

#deeplearning #neuralnetworks #datascience",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/1946386895511349/?type=3,,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/156749558_1946386898844682_533315032665254088_n.jpg?stp=dst-jpg_p130x130&_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeE3g5hs_G-Od1I08pLKZM_mUYVooSR7kM9RhWihJHuQzz2tZdoCujrg9lfnXxKKTO4&_nc_ohc=6MheuC76OI8AX9lOtVm&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfD-D-G4HRVOd17li0kqrUAtz4qh_7NL1weuBoYT0Mh6mg&oe=64680070,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/156749558_1946386898844682_533315032665254088_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeE3g5hs_G-Od1I08pLKZM_mUYVooSR7kM9RhWihJHuQzz2tZdoCujrg9lfnXxKKTO4&_nc_ohc=6MheuC76OI8AX9lOtVm&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCQIh-qfpFK14FNL_wuAwatKbKUL4tc0Ii3ncgM-XA9xA&oe=64680070,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1946388372177868,,6,,5,,0,0,227,188
926011594215556_1947055022111203,2021-03-05,11:55:32,photo,"One of the Explore Data Science Academy core tenants is that we learn best by doing, coming to grips with complex problems by practically grappling with them.

As a wide resource that can help fuel such an approach to learning, paperswithcode.com aggregates both cutting edge research in multiple scientific fields, along with open source code to help accelerate your exploration of these concepts.

What can you learn through experimentation today?

#machinelearningtraining  #datasciencetraining  #Research",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/1947053228778049/?type=3,,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/157207597_1947053235444715_891024186945974904_n.jpg?stp=dst-jpg_p130x130&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHf3cg0m3X1VXT-W04t6WPYbj1sEyHwbCxuPWwTIfBsLCswZ4vEo1oUWCRCqudlP_w&_nc_ohc=QmR0sNJPfr4AX_AV4Hx&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBUg6eUTHDizo2Ia31WQINfA7tD4WKy6q8rv2NHy3EMIg&oe=6467CCBA,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/157207597_1947053235444715_891024186945974904_n.jpg?stp=dst-jpg_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHf3cg0m3X1VXT-W04t6WPYbj1sEyHwbCxuPWwTIfBsLCswZ4vEo1oUWCRCqudlP_w&_nc_ohc=QmR0sNJPfr4AX_AV4Hx&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfD1FAnfZ82D8L5_gh3ugCtixUPXkbIZF_TqZNMmqmiW6w&oe=6467CCBA,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1947055022111203,,10,,9,2,0,0,239,199
926011594215556_1950205121796193,2021-03-09,8:10:39,photo,"Visualisation of GPS data is always a bit tricky, and installing the packages can get complicated.

This article will show the simple but effective GPS records visualisation method using Python and Open Street Maps (OSM).

https://towardsdatascience.com/simple-gps-data-visualization-using-python-and-open-street-maps-50f992e9b676

#visualisations #pythoncode #DataAnalytics",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/1950203738462998/?type=3,,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/158955724_1950203741796331_7925291299544159092_n.jpg?stp=dst-jpg_p130x130&_nc_cat=108&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeGET9UnIwKlb7Mup4uf-tIZ1_veW__FB3zX-95b_8UHfM8ibm8OzcI1uEKZUdeXTE8&_nc_ohc=-6xzV-_KoaAAX9zbALd&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfA9zGP9YlALYo6osRRrMFvAAqp_RtRrI2cpMMjgOKc0Dg&oe=6467E6E7,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/158955724_1950203741796331_7925291299544159092_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeGET9UnIwKlb7Mup4uf-tIZ1_veW__FB3zX-95b_8UHfM8ibm8OzcI1uEKZUdeXTE8&_nc_ohc=-6xzV-_KoaAAX9zbALd&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfD5x4ecsLzibDZkXjf9CoR6mU5sgQDcMRIyOY_IMzXtsA&oe=6467E6E7,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1950205121796193,,7,1,6,,0,0,242,201
926011594215556_1951263801690325,2021-03-10,13:58:57,share,"It's a great time to be a Data Scientist in South Africa.
Read this article to find out why.",https://www.itweb.co.za/content/mQwkoM6PwWkv3r9A,Global opportunities open for local data science talent,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/9234117124390208532?url=https%3A%2F%2Flh3.googleusercontent.com%2F3-cKVOvPwUXqjLd2xmp-XgwtAprs-78dT8JfS8-v-AvCKklJMbNvMY7WjxPvOTYsq8O2PKy5gH3GVNBpjTvqphROHHZk9EZuDts4%3Dw816-h428&fb_obo=1&utld=googleusercontent.com&stp=c0.5000x0.5000f_dst-emg0_p130x130_q75&_nc_eui2=AeGtyaPb_Wn6gbiK_YU8qdfZRag--LnCdkxFqD74ucJ2TLoTSE7lQZlJExRdSfwsyNM&ccb=13-1&oh=06_AbH-wBSVmgEM_YA-dNo6RYbBeYcRWJ8yNglIJhMweLGkdg&oe=64423AA6&_nc_sid=6ac203,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/9234117124390208532?url=https%3A%2F%2Flh3.googleusercontent.com%2F3-cKVOvPwUXqjLd2xmp-XgwtAprs-78dT8JfS8-v-AvCKklJMbNvMY7WjxPvOTYsq8O2PKy5gH3GVNBpjTvqphROHHZk9EZuDts4%3Dw816-h428&fb_obo=1&utld=googleusercontent.com&_nc_eui2=AeGtyaPb_Wn6gbiK_YU8qdfZRag--LnCdkxFqD74ucJ2TLoTSE7lQZlJExRdSfwsyNM&ccb=13-1&_nc_sid=834697&stp=dst-emg0_q75&ur=64c8fc&oh=06_AbFvmNGv5o31kEEs0J969DL3n2yrlPUrc12dIftRJIYDxg&oe=64423AA6,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1951263801690325,,11,5,10,1,0,0,256,212
926011594215556_1955284057954966,2021-03-15,8:08:33,photo,"How about starting the week by learning a new skill?
The theme for the week we are going to focus on is Deep Learning.

Kaggle is not only a platform for applying your skills but also one of learning.
Start learning Deep Learning skills by doing this Intro to Deep Learning course.
This course will use TensorFlow and Keras to build and train neural networks for structured data.
It will only take 4 hours.

https://www.kaggle.com/learn/intro-to-deep-learning

#machinelearning #deeplearning #kaggle #datascience #datascience #newskills",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/1955281224621916/?type=3,,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/160884513_1955281227955249_6099689699999654609_n.png?stp=dst-png_p130x130&_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHl6W9ctCN_tYeKdKmCv0ag-O_bzJRh1hX479vMlGHWFeD2KlB9rIekib7ye6E9QLY&_nc_ohc=8ZETf_vWn7sAX9NROEs&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfAlg-VoOVIr_eooZUvfSq1i7Mw2iiPVYDRkw0i1D4yaMA&oe=6467E0BC,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/160884513_1955281227955249_6099689699999654609_n.png?_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHl6W9ctCN_tYeKdKmCv0ag-O_bzJRh1hX479vMlGHWFeD2KlB9rIekib7ye6E9QLY&_nc_ohc=8ZETf_vWn7sAX9NROEs&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDVfWop0kbLIHVr5qmmuhvPPb9blkJFzw6h1N_i8FNVpw&oe=6467E0BC,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1955284057954966,,6,1,5,,0,0,269,226
926011594215556_1957328854417153,2021-03-17,16:38:38,share,"There are many different types of Deep Learning Algorithms.
Convolutions Neural Networks (CNNs) are mainly used for image processing and object detection.

In this article, you can explore the different layers of a CNN and discover how they work and interact to produce a robust learning model.

https://towardsdatascience.com/a-comprehensive-guide-to-convolutional-neural-networks-the-eli5-way-3bd2b1164a53",https://towardsdatascience.com/a-comprehensive-guide-to-convolutional-neural-networks-the-eli5-way-3bd2b1164a53,A Comprehensive Guide to Convolutional Neural Networks — the ELI5 way,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/16896198102666395204?url=https%3A%2F%2Fmiro.medium.com%2Fmax%2F1200%2F1%2AvkQ0hXDaQv57sALXAJquxA.jpeg&fb_obo=1&utld=medium.com&stp=c0.5000x0.5000f_dst-emg0_p130x130_q75&_nc_eui2=AeF-9hqIhuz4kBdjXpmi4v9N9CD8hpayEpv0IPyGlrISm5rcTvXy3hkjWAt-RgSX0kE&ccb=13-1&oh=06_AbHTOCFLx_swOVrsf6jH8r_yk2-T2Vl14sTN_1GosnKNkQ&oe=644233DF&_nc_sid=6ac203,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/16896198102666395204?url=https%3A%2F%2Fmiro.medium.com%2Fmax%2F1200%2F1%2AvkQ0hXDaQv57sALXAJquxA.jpeg&fb_obo=1&utld=medium.com&_nc_eui2=AeF-9hqIhuz4kBdjXpmi4v9N9CD8hpayEpv0IPyGlrISm5rcTvXy3hkjWAt-RgSX0kE&ccb=13-1&_nc_sid=834697&stp=dst-emg0_q75&ur=64c8fc&oh=06_AbFYPWzPDRnR0XrMtxd3qBBnEXLKu-8c37aPsd0kYwyQmA&oe=644233DF,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1957328854417153,,5,4,4,,0,0,286,240
926011594215556_1964087107074661,2021-03-25,13:24:24,share,"EXPLORE-AI has been confirmed as the preferred Data Science partner by British water utility Thames Water.

Read more about it here: https://www.techfinancials.co.za/2021/03/25/local-tech-firm-explore-ai-extend-partnership-with-thames-water-uk/

#datascience",https://www.techfinancials.co.za/2021/03/25/local-tech-firm-explore-ai-extend-partnership-with-thames-water-uk/,Local Tech Firm Explore-AI Extend Partnership With Thames Water UK | TechFinancials,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/314803857888447357?url=https%3A%2F%2Fwww.techfinancials.co.za%2Fwp-content%2Fuploads%2F2021%2F03%2FThames-Water.jpg&fb_obo=1&utld=co.za&stp=c0.5000x0.5000f_dst-emg0_p130x130_q75&_nc_eui2=AeExY8zH8TB9L8bJx-z0Pf5cFV-WtCPjumQVX5a0I-O6ZNGAKExSZaVzdPkwn1_GhLw&ccb=13-1&oh=06_AbFMgTiQjJ0G7XX9ACrbt3uS3XyfWAcXxGWWQ7PT9Mps0g&oe=64426C55&_nc_sid=6ac203,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/314803857888447357?url=https%3A%2F%2Fwww.techfinancials.co.za%2Fwp-content%2Fuploads%2F2021%2F03%2FThames-Water.jpg&fb_obo=1&utld=co.za&_nc_eui2=AeExY8zH8TB9L8bJx-z0Pf5cFV-WtCPjumQVX5a0I-O6ZNGAKExSZaVzdPkwn1_GhLw&ccb=13-1&_nc_sid=834697&stp=dst-emg0_q75&ur=64c8fc&oh=06_AbGqeaXKbTTTi-9jzasSaZrDwy_4PtShPlWPQRzdXhkW7w&oe=64426C55,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1964087107074661,,10,1,9,,0,0,298,248
926011594215556_1965040820312623,2021-03-26,15:19:20,share,"Facebook shares new details about how its machine learning ranking system works and the challenges of building a system to personalise the content for more than 2 billion people.

https://tech.fb.com/news-feed-ranking/",https://tech.fb.com/news-feed-ranking/,How does News Feed predict what you want to see?,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/7520103866645322951?url=https%3A%2F%2Ftech.fb.com%2Fwp-content%2Fuploads%2F2021%2F01%2FUnder-the-Hood_Tile_604x451_Final.jpg%3Fw%3D604&fb_obo=1&utld=fb.com&stp=c0.5000x0.5000f_dst-emg0_p130x130_q75&_nc_eui2=AeGENYFZHoq8iuFoTHaE1ZrZCtRGgLensyQK1EaAt6ezJF7FWHIozYiKqzIE9o-MPD4&ccb=13-1&oh=06_AbHr4R0_3U3F13Sas5pM-ZAPnMS44V9KMdrWz2q3CnMRAw&oe=644251DE&_nc_sid=6ac203,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/7520103866645322951?url=https%3A%2F%2Ftech.fb.com%2Fwp-content%2Fuploads%2F2021%2F01%2FUnder-the-Hood_Tile_604x451_Final.jpg%3Fw%3D604&fb_obo=1&utld=fb.com&_nc_eui2=AeGENYFZHoq8iuFoTHaE1ZrZCtRGgLensyQK1EaAt6ezJF7FWHIozYiKqzIE9o-MPD4&ccb=13-1&_nc_sid=834697&stp=dst-emg0_q75&ur=64c8fc&oh=06_AbGtO_7-dmWwxkDRUcaRT1nuVcJKVdXkH5mFXszW8_9CvQ&oe=644251DE,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1965040820312623,,8,3,7,,0,0,307,259
926011594215556_1967232506760121,2021-03-29,9:38:05,photo,"In a digital era where a plethora of convenient tools and resources exist to deploy sophisticated machine learning models, we can be forgiven for often assuming that their operation is trivial. This resource helps us remove this false view by masterfully revealing the complexity required for a modern computer vision model to 'see' an entire image.

https://distill.pub/2019/computing-receptive-fields/

#machinelearning #datascience #neuralnetworks",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/1967231986760173/?type=3,,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/166164595_1967231990093506_903525588854749209_n.png?stp=dst-png_p130x130&_nc_cat=103&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeEW8ZLNARe7TZSGSZtTGxSJP5GFnyyfCGs_kYWfLJ8Ia1PKYamSUct8UiC7iFGLiYA&_nc_ohc=FeOPVDah0CYAX9nAe0r&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDxPsh6DhAq8QYu77Xm0PxieNbUkIZ_XnJ5ck180Ou1RA&oe=6467DE53,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/166164595_1967231990093506_903525588854749209_n.png?_nc_cat=103&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeEW8ZLNARe7TZSGSZtTGxSJP5GFnyyfCGs_kYWfLJ8Ia1PKYamSUct8UiC7iFGLiYA&_nc_ohc=FeOPVDah0CYAX9nAe0r&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfB6bIFyAAFec433JLVwr-cwCU7kw3IT15Z-yXBIaG3fCA&oe=6467DE53,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1967232506760121,,8,,6,,0,0,324,276
926011594215556_1968219479994757,2021-03-30,14:36:52,photo,"Calculus, Statistics and Linear Algebra are integral to Data Science. This week, we will share a few cheat sheets on these topics on our LinkedIn page.
 
The first one is on Calculus, and one to be shared!

Pop over there to access these downloadable pdf cheat sheets.

https://www.linkedin.com/feed/update/urn:li:activity:6782639790006259712

#datascience #mathematics #statistics #linearalgebra",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/1968218796661492/?type=3,,https://scontent-lhr8-2.xx.fbcdn.net/v/t1.6435-9/167222386_1968218799994825_6584098759583077209_n.png?stp=dst-png_p130x130&_nc_cat=101&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeGaJQOWGG4DeHZheDHIpJLfuH0VR8PeX464fRVHw95fjuxHcETKLwslQZNJIMB-UmU&_nc_ohc=xIMe0PNxGV0AX_hhAv_&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfArplrxWlsoD3mtLH8m23XcZRmXngPKl0HZDeo2uhonng&oe=6467CFEE,https://scontent-lhr8-2.xx.fbcdn.net/v/t1.6435-9/167222386_1968218799994825_6584098759583077209_n.png?stp=dst-png_p720x720&_nc_cat=101&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeGaJQOWGG4DeHZheDHIpJLfuH0VR8PeX464fRVHw95fjuxHcETKLwslQZNJIMB-UmU&_nc_ohc=xIMe0PNxGV0AX_hhAv_&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfB0zmu63AYVQnI8ijllFDZG4WQezCXAtAfTO4HpdQRbyQ&oe=6467CFEE,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1968219479994757,,12,,10,,0,0,343,296
926011594215556_1969115963238442,2021-03-31,14:03:54,share,"Cloud giant AWS has teamed up with Explore Data Science Academy to lead this charge through investing in education, training, and certification programs for young South African data scientists, to upskill future data scientists with the skills of the future.

Read more about it here:  https://fullview.co.za/tech/item/9148-aspiring-data-scientist-dreams-come-true-thanks-to-aws-tech",https://fullview.co.za/tech/item/9148-aspiring-data-scientist-dreams-come-true-thanks-to-aws-tech,Aspiring data scientist dreams come true thanks to AWS tech.,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/13357582041004172627?url=https%3A%2F%2Ffullview.co.za%2Fmedia%2Fk2%2Fitems%2Fcache%2F751899df274d812650079211b2a803c8_M.jpg&fb_obo=1&utld=co.za&stp=c0.5000x0.5000f_dst-emg0_p130x130_q75&_nc_eui2=AeHdGEEh_jyMizpGA0ZLOksCCXppsJVrLfwJemmwlWst_CrOdZf3SRolS5hPPDwOTj4&ccb=13-1&oh=06_AbGH8VrcMxjiL70rtoFt09b3vfI7GdbVEm5h6jOhc-TS2g&oe=64421B45&_nc_sid=6ac203,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/13357582041004172627?url=https%3A%2F%2Ffullview.co.za%2Fmedia%2Fk2%2Fitems%2Fcache%2F751899df274d812650079211b2a803c8_M.jpg&fb_obo=1&utld=co.za&_nc_eui2=AeHdGEEh_jyMizpGA0ZLOksCCXppsJVrLfwJemmwlWst_CrOdZf3SRolS5hPPDwOTj4&ccb=13-1&_nc_sid=834697&stp=dst-emg0_q75&ur=64c8fc&oh=06_AbGDFhPM4zXba5_fh5EjtdkIO6HfVwGAqkECh3w6qUpsUQ&oe=64421B45,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1969115963238442,,15,5,12,2,0,0,360,308
926011594215556_1969883103161728,2021-04-01,14:02:14,share,"Want to hear what previous Explore Data Science Academy graduates have to say about their experience?

https://www.youtube.com/watch?v=HM35v8zCdwg

#datascience #datasciencecareers",https://www.youtube.com/watch?v=HM35v8zCdwg,EXPLORE Data Science Academy | Success Stories Vol. 2,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/14242532518138511426?url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FHM35v8zCdwg%2Fmaxresdefault.jpg&fb_obo=1&utld=ytimg.com&stp=c0.5000x0.5000f_dst-emg0_p130x130_q75&_nc_eui2=AeF_lwpXMAkDB1lyr90emCCzQi9ZYTTT6WdCL1lhNNPpZ5rpSQA-pAa40BClPlqkCGQ&ccb=13-1&oh=06_AbEU_bKZV_Ue6mQc2DI61B2rRkT-9UtA9WBtvzmYt2eoJw&oe=6441C9FB&_nc_sid=6ac203,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/14242532518138511426?url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FHM35v8zCdwg%2Fmaxresdefault.jpg&fb_obo=1&utld=ytimg.com&stp=dst-emg0_q75_s1280x720&_nc_eui2=AeF_lwpXMAkDB1lyr90emCCzQi9ZYTTT6WdCL1lhNNPpZ5rpSQA-pAa40BClPlqkCGQ&ccb=13-1&oh=06_AbG5nEpJHYiGDUsQF5dpSBruYyrcurt3x4Nf1hW7HlzOHg&oe=6441C9FB&_nc_sid=834697,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1969883103161728,,12,5,10,,0,0,373,313
926011594215556_1970629053087133,2021-04-02,8:58:32,photo,"The next cheat sheet covers Linear Algebra Basics.
Have fun revising these important concepts.

Remember to go to our LinkedIn page for the full downloadable version: https://www.linkedin.com/feed/update/urn:li:activity:6783642854288838656

Cheat Sheet designed by Laurent Lessard, University of Wisconsin–Madison

#linearalgebra #datasciencebasics #datascience",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/1970626603087378/?type=3,,https://scontent-lhr8-2.xx.fbcdn.net/v/t1.6435-9/168535533_1970626606420711_851143356323836718_n.png?stp=dst-png_p130x130&_nc_cat=102&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHW2aZRGrxDfQaA94B4DNG_gBAhXsbEvbOAECFexsS9s9A9YOTgVv1ZwMUynwtJtKM&_nc_ohc=k15V-Ck_PjwAX8p1h4r&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfADWnpH96eLo-aMmhuN45qa72UrWXOkhoeJLeow7brjjg&oe=6468013B,https://scontent-lhr8-2.xx.fbcdn.net/v/t1.6435-9/168535533_1970626606420711_851143356323836718_n.png?_nc_cat=102&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHW2aZRGrxDfQaA94B4DNG_gBAhXsbEvbOAECFexsS9s9A9YOTgVv1ZwMUynwtJtKM&_nc_ohc=k15V-Ck_PjwAX8p1h4r&_nc_ht=scontent-lhr8-2.xx&edm=AKIiGfEEAAAA&oh=00_AfCU7PIokZjIC7K-qT418rJwI4KvY6Li4Lta9jb-v7zllQ&oe=6468013B,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1970629053087133,,7,2,6,,0,0,388,328
926011594215556_1973153009501404,2021-04-05,9:47:22,share,"EXPLORE continues to work with AWS with students emerging into the world of work with great cloud computing skills

https://businesstech.co.za/news/cloud-hosting/480453/amazon-web-services-now-offers-an-intensive-one-year-training-course-in-south-africa-heres-how-to-apply/",https://businesstech.co.za/news/cloud-hosting/480453/amazon-web-services-now-offers-an-intensive-one-year-training-course-in-south-africa-heres-how-to-apply/,Amazon Web Services now offers an ‘intensive’ one-year training course in South Africa – here’s how to apply,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/2790351255403770103?url=https%3A%2F%2Fbusinesstech.co.za%2Fnews%2Fwp-content%2Fuploads%2F2020%2F06%2FAmazon-e1592459065632.jpg&fb_obo=1&utld=co.za&stp=c0.5000x0.5000f_dst-emg0_p130x130_q75&_nc_eui2=AeHi54Gcr4diE4bfHE7DvUqUap5J8UWnWqBqnknxRadaoPUmn96S6Y0afT9087s-Qoc&ccb=13-1&oh=06_AbHpGoqaI4Zh_Ygh5Hl9zXms-ur6M0QVbwLOTFDh1qwqvw&oe=64421B51&_nc_sid=6ac203,https://external-lhr8-1.xx.fbcdn.net/emg1/v/t13/2790351255403770103?url=https%3A%2F%2Fbusinesstech.co.za%2Fnews%2Fwp-content%2Fuploads%2F2020%2F06%2FAmazon-e1592459065632.jpg&fb_obo=1&utld=co.za&_nc_eui2=AeHi54Gcr4diE4bfHE7DvUqUap5J8UWnWqBqnknxRadaoPUmn96S6Y0afT9087s-Qoc&ccb=13-1&_nc_sid=834697&stp=dst-emg0_q75&ur=64c8fc&oh=06_AbEZeM1PjtyLcMJLQ4-gdNQhLf_IvCsbqMzP-9naqVlaUA&oe=64421B51,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1973153009501404,,30,20,24,4,2,0,408,349
926011594215556_1974228162727222,2021-04-06,16:27:17,photo,"Exploratory Data Analysis (EDA) is of vital importance to any Data Scientist. It helps us understand patterns in our data, pinpoint any outliers and indicate relations between variables.
 
Have a look at this article and EDA Cheat Sheet (from www.visual-design.net) for further reference.

https://towardsdatascience.com/semi-automated-exploratory-data-analysis-eda-in-python-7f96042c9809

#datascience #ExploratoryDataAnalysis",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/1974217516061620/?type=3,,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/170103555_1974217519394953_6540673005775066013_n.png?stp=dst-png_p130x130&_nc_cat=106&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeEVjG5R7ZDVMJyaCX-rAVrgmctlPSPLb3qZy2U9I8tvelqRNyO_-wSAfvDwbz-WXAM&_nc_ohc=bAErJ0UZx6IAX_izsr6&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfA4wEVDegEF93H1Ve63qp4xyf2LGcKJox-4wgOKXzjclA&oe=6467FB23,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/170103555_1974217519394953_6540673005775066013_n.png?_nc_cat=106&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeEVjG5R7ZDVMJyaCX-rAVrgmctlPSPLb3qZy2U9I8tvelqRNyO_-wSAfvDwbz-WXAM&_nc_ohc=bAErJ0UZx6IAX_izsr6&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCrDF0GxlbUe9IjzU359Y4azQ6XpU81IpB8vpj81pov2Q&oe=6467FB23,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1974228162727222,,12,1,9,4,0,0,434,362
926011594215556_1975690309247674,2021-04-08,11:32:20,photo,"Exploratory Data Analysis can be cross-classified in two ways.
Look at this visual to note the four types of EDA we can perform on our data.
Non-Graphical EDA relates to summary statistics and Graphical EDA to visualisations. Univariate refers to one variable at a time and Multivariate to two or more variables.

#datascience #dataanalytics #exploratorydataanalysis",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/1975689809247724/?type=3,,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/170717724_1975689812581057_9113910407385512442_n.jpg?stp=dst-jpg_p130x130&_nc_cat=106&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeFwF2Llnu54Zvb5LHkECk8tHAO3p7im7TAcA7enuKbtMKigjXMJKTocDeedBiTVJn4&_nc_ohc=O4GipJ3oUsYAX8sv_7s&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfANl_sIx4YU7ti3f8BhgMb5lRgDfhiSd9er0Dv3VxkrOQ&oe=6467DAC0,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.6435-9/170717724_1975689812581057_9113910407385512442_n.jpg?stp=dst-jpg_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeFwF2Llnu54Zvb5LHkECk8tHAO3p7im7TAcA7enuKbtMKigjXMJKTocDeedBiTVJn4&_nc_ohc=O4GipJ3oUsYAX8sv_7s&_nc_ht=scontent-lhr8-1.xx&edm=AKIiGfEEAAAA&oh=00_AfAWvwbWjVtOEjLP7VQzf8IW6XNVmBMlAF9KlRvZ5-B2gQ&oe=6467DAC0,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=1975690309247674,,9,,8,1,0,0,442,372
